"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1269","Email пользователя: gmail.com","LMS service","Wed Dec 17 01:40:19 UTC 2025","passed","Wed Dec 17 01:40:20 UTC 2025","Create entity","Users","",""
"","273","Email пользователя: example.com","LMS service","Wed Dec 17 01:40:21 UTC 2025","passed","Wed Dec 17 01:40:21 UTC 2025","Create entity","Users","",""
"","37","Удаление упражнения","LMS service","Wed Dec 17 01:40:17 UTC 2025","passed","Wed Dec 17 01:40:17 UTC 2025","Delete entity","Exercises","",""
"","28","Создание нового упражнения","LMS service","Wed Dec 17 01:40:14 UTC 2025","passed","Wed Dec 17 01:40:14 UTC 2025","Create entity","Exercises","",""
"","44","Создание нового курса","LMS service","Wed Dec 17 01:40:14 UTC 2025","passed","Wed Dec 17 01:40:14 UTC 2025","Create entity","Courses","",""
"","46","Создание файла без указания имени","LMS service","Wed Dec 17 01:40:19 UTC 2025","passed","Wed Dec 17 01:40:19 UTC 2025","Create entity","Files","",""
"","31","Получение файла с некорректным id","LMS service","Wed Dec 17 01:40:20 UTC 2025","passed","Wed Dec 17 01:40:20 UTC 2025","Get entity","Files","",""
"","33","Обновление данных курса","LMS service","Wed Dec 17 01:40:14 UTC 2025","passed","Wed Dec 17 01:40:14 UTC 2025","Update entity","Courses","",""
"","38","Удаление файла","LMS service","Wed Dec 17 01:40:19 UTC 2025","passed","Wed Dec 17 01:40:19 UTC 2025","Delete entity","Files","",""
"","256","Создание файла без указания директории","LMS service","Wed Dec 17 01:40:20 UTC 2025","passed","Wed Dec 17 01:40:20 UTC 2025","Create entity","Files","",""
"","38","Обновление данных упражнения","LMS service","Wed Dec 17 01:40:14 UTC 2025","passed","Wed Dec 17 01:40:14 UTC 2025","Update entity","Exercises","",""
"","1513","Email пользователя: mail.ru","LMS service","Wed Dec 17 01:40:19 UTC 2025","passed","Wed Dec 17 01:40:20 UTC 2025","Create entity","Users","",""
"","22","Получение списка упражнений курса","LMS service","Wed Dec 17 01:40:17 UTC 2025","passed","Wed Dec 17 01:40:17 UTC 2025","Get entities","Exercises","",""
"","23","Получение данных файла","LMS service","Wed Dec 17 01:40:19 UTC 2025","passed","Wed Dec 17 01:40:19 UTC 2025","Get entity","Files","",""
"","28","Получение данных упражнения","LMS service","Wed Dec 17 01:40:17 UTC 2025","passed","Wed Dec 17 01:40:17 UTC 2025","Get entity","Exercises","",""
"","11","Получение данных текущего пользователя","LMS service","Wed Dec 17 01:40:21 UTC 2025","passed","Wed Dec 17 01:40:21 UTC 2025","Get entity","Users","",""
"","769","Логин существующего пользователя","LMS service","Wed Dec 17 01:40:13 UTC 2025","passed","Wed Dec 17 01:40:13 UTC 2025","Login","Authentication","",""
"","774","Создание файла","LMS service","Wed Dec 17 01:40:18 UTC 2025","passed","Wed Dec 17 01:40:19 UTC 2025","Create entity","Files","",""
"","48","Получение списка курсов","LMS service","Wed Dec 17 01:40:17 UTC 2025","passed","Wed Dec 17 01:40:17 UTC 2025","Get entity","Courses","",""
